Date,Start_destination,End_destination,Am_timings,Midday_timings,Evening_timings,Mid_nigh_timings
2021-01-07,Munireddy Layout,Nagdevanahalli,15,36,30,26
2021-02-13,Milk Colony,Vidyamanya Nagar,13,27,26,26
2022-01-04,Maruthi Nagar Yelahanka,Vijaya Bank Colony,20,30,29,17
2022-02-15,Rahuthnahalli Main Road,NRI Layout,15,36,27,19
2020-03-08,Lakkasandra Extension,Horamavu,15,39,25,13
2020-08-20,AECS Layout – C Block,Srinivasnagar,19,37,27,24
2020-04-21,Devarachikkanahalli,Sadanandanagar,14,36,26,28
2021-06-03,Maragondanahalli-Electronic City,Rajeshwari Nagar,14,29,26,11
2021-02-21,Subbannayapalya,Ashwath Nagar,20,35,28,29
2021-06-12,Rajaji Nagar,Mudalapalya,17,38,28,26
2020-09-28,Madanayakahalli,Wheeler Road,13,35,25,26
2020-04-16,Outer Ring Road,Andrahalli,12,32,29,22
2021-01-13,Jnana Ganga Nagar,Varthur,15,33,25,24
2022-02-19,Sanjeevini Nagar,Poornapragna Housing Society Layout,20,30,25,18
2021-11-04,Hennur,Rukmini Nagar,18,34,27,17
2021-06-03,Tavarekere-BTM Layout,Devinagar,14,33,26,14
2020-12-16,Weavers Colony,Arehalli,13,28,30,20
2021-12-29,OMBR Layout,Ravuthanahalli,16,30,30,19
2020-06-02,Nanjappa Garden,AECS Layout – A Block,19,28,25,23
2022-03-20,Subramanyapura,Raja Ram Mohanroy Extension,16,38,27,14
2022-04-29,MEI Layout,Mallasandra,14,39,30,18
2022-04-30,Madappanahalli,Tigalarpalya,12,31,27,15
2022-04-01,Lal Bahadur Shastri Nagar,Adarsh Nagar-Nelamangala,13,40,27,25
2021-10-30,Mysore Road,Tigalarpalya,15,33,27,25
2020-05-13,Langford Road,Madhura Nagar,14,28,25,18
2020-05-12,Jalahalli West,Vijinapura,12,40,29,25
2020-09-04,Bannerghatta,Tasker Town,17,39,29,21
2021-03-30,Magrath Road,Lakkasandra,12,37,29,15
2021-11-09,Narasapura Industrial Road,Nagarabhavi Main Road,18,35,28,24
2022-02-01,Venkateshwara Layout,Rangadasapp Layout,14,40,25,15
2021-01-31,Koti Hosahalli,Peenya 1st Stage,13,32,30,18
2022-04-19,OMBR Layout,Tippenahalli,15,34,27,12
2020-10-01,Madiwala,Munireddy Layout,13,36,26,15
2022-01-15,Vimanapura,Anepalya,13,35,30,27
2021-02-03,Anekal – Hosur Road,Manjunath Nagar,16,30,27,24
2020-05-22,Rahmath Nagar,NR Layout,13,35,26,16
2021-12-08,Thavarekere-Hoskote,Veersandra,14,38,28,15
2022-02-11,Makali,Madhavan Park,13,27,30,11
2021-09-27,Tippenahalli,Padmeshwari Nagar,17,26,30,13
2021-08-10,Yekadantha Layout,Vishweshwaraiah Layout,15,33,28,17
2021-01-31,Kurubarahalli,Yadavanahalli,19,33,30,29
2020-12-28,Kurubarahalli,Wheeler Road,16,30,28,12
2021-12-02,Museum Road,ACL Layout,12,33,25,23
2020-05-20,Abbigere,Thimappa Reddy Layout,19,27,25,17
2021-05-27,R V Niketan,Outer Ring Road-Banaswadi,19,34,29,26
2020-11-07,Mahadeva Kodigehalli,Mathrushree Layout,14,32,28,23
2022-02-18,Lottegollahalli,NS Palya,18,28,25,30
2021-04-21,RMV Extension,Thirumagondanahalli,18,37,28,20
2021-08-21,RT Nagar,Nagvarpalya Main Road,20,33,28,22
2021-08-14,Koramangala,Pillahalli,13,30,26,28
2021-07-25,B Narayanapura,Museum Road,17,29,25,22
2020-04-22,Kodigehalli,Sampige Layout,18,29,25,25
2021-08-29,Ashirvad Colony,Cox Town,15,31,25,11
2020-07-02,Rajvi Nagar,Bellahalli,15,27,27,16
2021-01-28,Vignana Kendra,Austin Town,16,32,27,14
2022-02-28,Varthur Kodi,Nagarabhavi 2nd Stage,14,29,26,26
2021-01-28,Tunganagara,Koramangala 4th Block,15,31,28,22
2022-03-04,Arasanakunte,Mico Layout,13,32,30,14
2020-06-29,Lakkasandra Extension,Ambalipura Sarjapur Road,14,28,28,29
2021-07-22,Attibele,Kuduragere-Bettahalasur,14,29,29,19
2022-02-15,Minhaj Nagar,Reddypalya,12,38,26,11
2020-08-19,Syndicate Bank Colony-Arekere,Punappa Layout,20,27,28,20
2021-12-29,Ambedkar Veedhi,Battarahalli,12,36,27,29
2021-02-19,Vanivilas Road,AECS Layout – C Block,12,27,25,29
2021-03-19,Patel Narayanswamy Layout,MG Road,18,37,29,17
2021-08-10,Mookambika Nagar,Rajaji Nagar,20,39,30,26
2020-02-11,Banashankari,Thippasandra,13,32,27,11
2020-07-05,Rachenahalli,RT Nagar,14,39,29,13
2020-10-14,Nagarabhavi 1st stage,Arekere,12,32,30,23
2021-10-25,Narasapura,Roopena Agrahara,16,35,27,28
2022-04-18,Nelamangala – Chikkaballapura Road,NGEF Layout,16,25,29,19
2021-09-05,Prakash Nagar,Muneshwara Layout,14,40,29,13
2020-04-01,Marenahalli,Thanisandra Main Road,17,35,30,30
2020-06-02,Samethanahalli,Ashwini Layout,18,37,28,17
2020-06-04,Laljinagar,Anjanapura 2nd block,19,37,26,17
2021-11-13,Dommasandra,Nirman Layout,13,28,29,22
2022-05-18,Tilak Nagar,Lakkondally,20,26,28,20
2021-07-25,Maruthi Nagar,T Dasarahalli,17,35,25,27
2020-09-23,Nayanda Halli,Lal Bahadur Shastri Nagar,14,29,29,23
2020-08-24,Punappa Layout,Marathahalli-Sarjapur Outer Ring Road,18,26,27,29
2022-04-20,Mahaganapathi Nagar,Laljinagar,16,31,25,13
2020-08-24,Allalasandra,Wilson Garden,15,29,30,19
2021-06-12,Muneshwara Layout,Kattigenahalli,14,27,30,22
2020-10-27,Nagavara,Shivaji Nagar,19,38,29,14
2022-05-22,Papareddipalya,Koramangala 5th Block,19,33,28,23
2020-10-30,Ullal,RKM Layout,15,26,30,27
2021-09-01,Hoskote,Marsur,17,38,27,24
2022-01-30,Choodasandra,Vimanapura,13,25,30,16
2021-09-29,Telecom Layout,Sadaramangala,15,32,30,26
2021-06-01,Muthanallur,Venkatadri Layout,18,29,26,16
2020-05-07,Anekal,Mahaganapathi Nagar,12,30,26,17
2022-04-28,MTS Layout,Agrahara Badavane,18,36,29,21
2022-05-29,Dasarahalli Hebbal,Avenue Road,17,38,25,12
2021-02-09,Srinivasa Nagar,Ulsoor,18,38,26,28
2020-03-04,Rahat Bagh,Muthyala Nagar,15,32,28,20
2022-02-16,Rajvi Nagar,Vagata,15,40,26,22
2020-09-11,Kaggadasapura,Marasandra,14,30,29,15
2021-09-07,Papareddipalya,Munnekollal,14,37,25,23
2021-01-13,Vagata,Punappa Layout,19,25,30,12
2021-12-27,Muddamma Garden Extension,Varthur Kodi,12,32,26,19
2020-03-15,KR Road,Kanakapura Road,16,28,30,12
2021-06-08,Peenya,Teacher’s Colony,14,40,26,23
2020-03-07,RKM Layout,Muthkur,18,38,25,28
2022-03-01,Tilak Nagar,Marsur,15,34,27,21
2020-12-19,Lalbagh Road,Nagegowdanapalya,14,25,28,18
2020-11-28,Bannerghatta,Nisarga Nandana Layout,12,26,26,16
2021-07-26,Pattandur Agrahara,AMCO Colony,18,27,29,18
2021-09-11,Viswaneedam,Thidlu,17,28,28,25
2021-08-23,Thubarahalli,Yadava Upanagara,19,38,25,14
2020-04-29,Riches Garden Main Road,Rukmini Nagar,14,34,30,12
2020-10-03,Srirampura,Victoria Layout,14,37,27,20
2020-11-19,Singasandra,Rest House Road,12,30,27,14
2020-07-27,Ashta Laxmi Layout,Uttarahalli,17,29,26,11
2022-04-01,Rustam Bagh Layout,Domlur,16,28,27,13
2020-08-11,Thippasandra,Manchenahalli,19,37,26,28
2020-08-04,Whitefield Road,Uttarahalli,18,28,26,25
2022-03-15,Raghavendra Nagar-Kalkere,Kothanur,13,35,28,18
2020-06-27,Mahadeva Kodigehalli,Laggere,12,38,26,22
2022-05-02,Kumbiganahalli,Thavarekere-Hoskote,13,36,28,26
2021-06-14,Riches Garden Main Road,Nagdevanahalli,16,27,29,13
2022-02-06,Saptagiri Layout-RR Nagar,Lottegollahalli,18,30,28,20
2020-07-03,Thurahalli,Sultanpete,16,37,25,13
2022-03-24,Nanjappa Layout,Rameshnagar,14,38,25,13
2020-07-05,Mission Road,Varthur Kodi,20,34,26,23
2020-05-30,Thanisandra Road,A Narayanapura,12,34,26,25
2021-04-12,New Bank Colony,Tavarekere-BTM,19,38,25,24
2021-11-29,Rajiv Gandhi Nagar,Annapurneswari Layout,20,36,28,30
2022-03-03,Nagavara,Subbannayapalya,20,27,30,13
2020-07-29,T.Begur,Tatanagar,12,31,30,23
2020-02-04,Minerva Circle,Nagegowdanapalya,16,33,29,30
2020-06-06,Narasimhaswamy Layout,Basavanagudi,18,39,28,16
2022-01-31,Sadguru Layout,Taralu,15,30,28,26
2021-10-25,Patel Narayanswamy Layout,Sahakara Nagar,12,31,30,13
2021-07-11,Parappana Agrahara,Bidrahalli,15,33,29,10
2022-05-06,Vabasandra,AECS Layout – C Block,18,32,28,16
2021-09-19,Amarjyothi Layout-Domlur,Panduranga Nagar,19,25,30,19
2021-01-20,Vabasandra,AGS Layout,17,40,28,10
2020-09-04,kaikondrahalli,Peenya,18,28,27,10
2022-01-27,Lakshmipuram,Nagarbhavi Circle,16,37,28,12
2021-09-12,RHB Colony,Kumbalgodu Industrial Area,20,39,28,15
2020-10-31,Dommasandra,Adakamaranahalli,13,26,25,20
2021-08-25,Umar Nagar,Yerappanahalli,17,38,27,26
2021-10-29,Kammanahalli,Sadaramangala,18,33,29,13
2021-07-25,Bapuji Nagar,Addiganahalli,13,38,26,17
2021-04-20,Choodasandra,Basavanagudi,19,36,26,23
2020-08-11,Mathrushree Layout,Austin Town,15,33,27,23
2020-04-12,Sai Colony,Umar Nagar,20,31,26,27
2022-03-17,T.Begur,Devarachikkanahalli,13,40,26,20
2020-12-21,Amrita Nagar,Medihalli,14,26,27,19
2022-04-14,Narasapura Industrial Road,Thammenahalli,20,34,28,21
2021-12-17,Thavarekere-Hoskote,Aavalahalli,19,34,29,20
2021-08-15,Lakshminarayanapuram,Vasanthapura,19,28,30,29
2020-03-19,Nallurhalli,Ananth Nagar Phase 1,20,34,28,26
2020-08-02,Kundalahalli,Vabasandra,14,40,26,24
2021-09-25,Kumbena Agrahara,Vagdevi Layout,16,25,25,10
2021-03-07,Koramangala 2nd Block,Kengeri,19,40,28,29
2020-04-19,Adakamaranahalli,Andrahalli Main Road,17,40,29,13
2021-10-18,Munireddy Layout,Mathikere,17,34,28,30
2020-08-25,TC Palya,Aduru-Anekal,19,36,25,27
2020-03-22,Kottigepalya,Remco Layout,18,25,26,25
2020-12-31,Nethaji Layout,Pavamanapura,15,33,26,19
2021-09-07,Navodaya Nagar,Rajanukunte,17,40,26,14
2021-06-16,Majestic,Nirman Layout,13,37,25,19
2020-07-28,Vasantha Vallabha Nagar,Sadashiva Nagar,14,34,25,26
2022-04-08,Thattekuppe,Hongasandra,16,36,27,22
2022-05-20,Nagareshwara-Nagenahalli,Pillanna Garden,12,27,28,29
2020-04-16,Nellukunte,Syndicate Bank Colony-Arekere,13,25,30,17
2020-04-19,Kuthaganahalli,Maruti Nagar-BTM Layout,20,27,28,16
2020-03-15,Sadguru Layout,Maruthi Nagar,14,32,25,15
2021-09-01,Ashta Laxmi Layout,Kalyan Nagar,13,37,27,28
2020-06-11,KR Puram,Thimappa Reddy Layout,15,34,27,16
2021-03-02,Venkatala,Yelahanka,12,36,30,28
2020-12-05,Sudhama Nagar,New BEL Road,18,29,27,26
2021-10-14,Chamarajpet,Sadahalli,17,31,25,30
2021-06-11,Kattigenahalli,Rahuthnahalli Main Road,15,25,29,20
2021-10-27,Lakshmipura,RMV Extension,19,30,27,15
2020-03-18,Agara-HSR Layout,Peddanapalya,17,33,28,30
2020-12-23,Kaggadasapura,Srinivasa Nagar,17,31,29,28
2020-12-31,Banaswadi,Lakkondally,18,37,26,16
2021-04-29,Panathur,Lingaraja Puram,12,36,25,29
2021-01-07,Nanjapura,Averahalli,20,30,28,12
2021-06-11,Whitefield,Maruthi Extension,12,39,25,24
2021-04-10,Ullal Main Road,Thindlu,18,29,28,14
2022-03-27,Malleshwaram,Kanakapura Road,18,39,26,13
2020-11-25,Basapura,Arehalli,18,36,25,17
2020-07-19,Austin Town,Akkipete,12,25,25,27
2020-08-16,Pampamahakavi Road,Marenahalli,18,28,29,25
2022-03-09,Mosque Road,Rajajinagar 2nd Stage,16,32,29,19
2021-03-22,Kuduragere-Bettahalasur,Mavallipura,17,39,29,21
2020-04-26,Narasapura,Hulimavu,17,27,26,13
2020-05-30,Ananth Nagar Phase 1,Manjunatha Layout,16,28,27,16
2022-04-29,Brookefield,Prashant Nagar,16,35,25,26
2021-04-16,Anchepalya,Yarab Nagar,15,36,29,19
2021-11-06,State Bank of India Colony,Tatanagar,15,30,30,14
2021-09-22,Anekal – Hosur Road,Koramangala,15,34,26,28
2021-06-22,Domlur,Attibele,17,31,25,27
2020-03-02,Palace Road,Ashta Laxmi Layout,12,38,29,23
2020-10-31,A Dasarahalli,Parappana Agrahara,16,25,25,22
2021-07-04,Ambedkar Veedhi,Kumbarpet,15,36,26,28
2021-06-02,Allalasandra,Munireddypalya,14,35,25,14
2021-01-04,Prakash Nagar,Begur,13,27,25,23
2022-01-14,Nanda Kumar Layout,Riches Garden Main Road,17,39,29,11
2020-08-29,Old Airport Road,VHBCS Layout,12,31,27,27
2021-12-08,Vittasandra,Vadarpalya,17,34,29,23
2022-02-15,Majestic,Yemalur,14,31,30,25
2021-02-20,Attibele – Anekal Road,TC Palya,15,37,29,24
2021-01-12,Kaggadasapura,NR Layout,14,32,25,24
2021-10-27,Nayanda Halli,Azad Nagar,15,37,30,12
2020-07-18,Kasavanahalli,Wind Tunnel Road,20,25,29,11
2020-10-31,Raghuvanahalli,Varthur Road,20,37,29,26
2021-07-21,Anchepalya,Nagareshwara-Nagenahalli,14,34,29,30
2022-02-10,Meenakunte,Parappana Agrahara,13,38,30,14
2022-01-08,Rangadasapp Layout,Nobo Nagar,20,33,28,19
2021-10-29,Madhura Nagar,Kodigehalli,19,34,25,15
2022-05-07,Thyagaraja Nagar 2nd Block,MG Road,15,28,29,24
2021-07-29,Suryanagar,Chandapura,14,38,25,22
2022-01-25,Annaiah Reddy Layout-JP Nagar,NICE Road,14,28,29,18
2020-08-12,Mariyannapalya,Vagata,20,40,27,19
2021-10-17,Jaya Chamarajendra Nagar,Old Byappanahalli,15,30,29,16
2021-02-20,Hennur,Majestic,17,34,26,20
2022-04-06,Pillanna Garden,TC Palya Road,17,32,28,16
2020-12-15,Marsur,Madanayakahalli,18,40,29,26
2020-04-05,Lal Bahadur Shastri Nagar,SMV Layout,15,27,26,17
2020-03-28,Magrath Road,Bilekahalli,18,34,29,18
2020-08-18,Saptagiri Layout-RR Nagar,Palanahalli,18,26,29,18
2021-06-23,Ranka Colony,Raja Ram Mohanroy Extension,17,35,28,30
2020-10-04,Sadguru Layout,KV Muniyappa Garden Layout,15,31,28,15
2022-05-23,S.T. Bed,Ravuthanahalli,20,32,29,12
2021-12-19,Banaswadi,Hongasandra,18,25,29,17
2020-05-23,Nagarabhavi,Narayana Nagar 2nd Block,12,31,26,24
2021-10-13,Navarathna Agrahara,Basaveshwara Nagar,17,36,30,16
2021-06-08,Basavanagudi,Neeladri Nagar,20,27,26,30
2022-05-27,Kumaraswamy Layout,Anjanapura 2nd block,15,34,27,14
2020-04-13,Muddinapalya,Jalahalli East,14,28,28,28
2022-02-23,Hegde Nagar,Tavarekere-BTM Layout,16,39,29,16
2021-11-11,Anjanapura 2nd block,Narayana Nagar 1st Block,13,38,30,28
2021-01-19,Guttahalli,RK Township,15,28,29,28
2022-01-03,RHB Colony,Uttarahalli,14,38,27,30
2020-10-18,Adarsh Nagar-Nelamangala,Parimala Nagar,19,26,30,12
2022-04-05,Maruthi Extension,Tannery Road,13,34,29,26
2021-01-08,TC Palya Road,Thanisandra Main Road,15,36,27,11
2022-04-18,Anagalapura,Anekal Thally Road,15,32,29,25
2020-09-18,Nyanappana Halli,Akkipete,13,31,30,25
2020-12-05,Virupakshapura,NICE Road,16,30,28,26
2022-01-27,Sampige Layout,Pattegarhpalya,14,25,30,13
2021-01-02,Queens Road,Kurubarahalli,13,30,28,18
2021-11-02,Vaderahalli,Pragathi Nagar,17,34,29,22
2021-01-20,Muthusandra,Guttahalli,12,29,27,10
2022-02-11,New Thippasandra,Magadi Road,14,36,28,19
2021-12-19,Austin Town,Muthyala Nagar,15,27,28,20
2020-08-12,Agrahara Badavane,Nanjappa Layout,16,39,25,10
2021-03-01,Neeladri Investment Layout,Nagareshwara-Nagenahalli,17,26,26,27
2021-10-01,Williams Town,RPC Layout,15,31,26,26
2020-08-24,Langford Gardens,Puttenahalli,19,28,28,17
2020-07-24,Ashta Laxmi Layout,Sultanpalya,15,33,26,18
2021-03-11,Tataguni,Thirumalapura,17,29,30,18
2021-06-30,A Dasarahalli,Vijaya Bank Layout,14,33,26,16
2021-09-11,Samethanahalli,Suddaguntapalya-CV Raman Nagar,13,36,28,24
2020-09-02,Alfa Gardens,Sadenahalli,12,38,25,19
2021-11-04,Narayanaghatta,Mahadeva Kodigehalli,17,35,27,23
2020-09-12,Sanchar Nagar MCECHS Layout,Chamarajpet,19,27,26,12
2022-02-26,Anugraha Layout,Koramangala 6th Block,19,40,26,29
2021-04-03,Kaggadasapura,Palace Road,17,37,30,24
2020-02-20,Vidyaranyapura,Syndicate Bank Layout,13,28,27,25
2020-03-24,Thavarekere-Hoskote,RMV Extension,17,32,29,19
2020-10-15,Koti Hosahalli,Lingadheeranahalli,15,26,27,15
2020-07-02,Suggatta,Taralu,20,38,28,17
2020-05-04,Narasipalya,Vidhana Soudha,20,38,29,16
2020-07-19,Ram Krishna Nagar,Madanayakahalli,16,39,25,25
2021-03-16,Mahadeva Kodigehalli,Armane Nagar,14,34,27,16
2020-11-01,Rotary Nagar,Kalena Agrahara,19,37,30,16
2020-08-02,Tavarekere-BTM Layout,Mysore Road,14,39,30,26
2022-05-05,Vinayaka Nagar-Vimanapura,Rachenahalli,18,31,28,21
2021-09-28,Naidu Layout,St Marks Road,13,26,28,30
2020-05-13,Marathahalli-Sarjapur Outer Ring Road,Sanchar Nagar MCECHS Layout,16,34,27,19
2022-05-04,Aavalahalli,Hoskote,19,27,25,17
2020-08-22,Navarathna Agrahara,Thyagaraja Nagar 2nd Block,15,36,26,16
2021-01-22,R.K. Hegde Nagar,Santhosh Nagar,13,28,26,26
2020-02-24,Bidrahalli,Madanayakahalli,20,33,30,25
2021-07-21,Poornapragna Housing Society Layout,RPC Layout,18,31,29,27
2021-02-07,Mahadeva Kodigehalli,Nagarabhavi 2nd Stage,15,39,26,29
2021-02-18,V S Reddy Colony,Hoodi,12,39,30,13
2022-02-19,Vinayaka Nagar-Vimanapura,Mullur,16,26,29,15
2021-12-11,Saptagiri Layout-RR Nagar,Agram-Domlur,19,25,25,21
2021-05-18,Rashtriya Vidyalaya Road,Nagenahalli,20,25,26,26
2020-07-30,Muneswara Nagar,Uttarahalli,12,35,27,10
2022-04-02,Poornapragna Housing Society Layout,NGEF Layout,13,29,29,23
2020-12-03,P&T Layout-Thanisandra,Peenya 3rd Stage,12,31,28,20
2020-09-04,Kadugondanahalli,Nanjapura,18,36,26,15
2020-11-15,Avalahalli-Huskuru,Gandhi Nagar,17,35,26,17
2021-09-06,Tataguni,Lingaraja Puram,13,31,26,17
2021-11-09,Samruddi Layout,Visthar,20,33,25,28
2021-06-28,Pillahalli,Thindlu,16,39,25,19
2021-07-26,Vinayakanagar-Hebbal,Kengeri Satellite Town,16,30,25,28
2020-09-16,Navarathna Agrahara,Medahalli,12,31,26,13
2021-04-29,Medaralli,A Dasarahalli,12,27,26,27
2020-08-24,Laggere Road,Bennigana Halli,12,30,26,11
2020-05-03,Suryanagar,Thomas Town,14,25,28,29
2020-09-07,Addiganahalli,Laggere,13,36,30,12
2021-06-30,Subbannayapalya,Royal County,18,37,26,12
2022-02-12,Gottigere,Jalahalli East,14,37,29,30
2022-05-13,RPC Layout,Amarjyothi Layout-Domlur,14,25,27,11
2020-07-21,Hombegowda Nagar,Pillanna Garden,14,28,28,26
2020-11-02,KR Puram,Thathaguni,20,40,30,20
2020-05-02,Lakkondally,Madhura Nagar,15,37,26,24
2021-10-11,Viveka Nagar,Yettakodi,18,39,25,18
2021-04-21,Thidlu,Museum Road,20,34,25,12
2021-04-24,Om Shakti Layout,Vidyapeeta Layout,18,28,30,12
2021-06-07,Basapura,Arehalli,20,25,27,20
2022-05-24,Anand Nagar,Nagashetty Halli,14,30,25,27
2021-11-05,Richards Town,Tharahunise,16,35,25,24
2021-11-12,Vignana Kendra,Nagegowdanapalya,14,31,29,28
2021-08-17,Vijaya Nagar,Anagalapura,13,36,29,12
2022-03-30,Majestic,Ramaswamipalya,15,38,29,21
2020-07-08,Marathahalli,Hombegowda Nagar,14,32,29,26
2022-03-29,Thindlu,Vidyaranyapura,12,35,26,19
2020-03-08,Mathikere,Parimala Nagar,14,33,30,21
2021-08-07,Malleshpalya,Sadahalli,20,27,27,29
2020-05-23,S.Medihalli,Akkipete,15,38,27,29
2021-04-22,Padmanabha Nagar,Akshaya Nagar-Ramamurthy Nagar,18,38,25,16
2021-03-10,Vaddarapalya,Hoskote,16,39,30,19
2021-03-04,Tank Bund Road,Lingadheeranahalli,19,30,26,17
2021-08-16,Syndicate Bank Colony-Arekere,St Marks Road,19,30,27,24
2021-02-16,Yerthiganahalli,Mysore Road,14,38,28,20
2022-03-11,Malleshwaram,Tapsihalli,20,39,30,21
2022-05-12,Thavarekere-Magadi Road,Kothanur,17,36,27,22
2020-09-02,Belatur,Paradise Colony,20,27,28,23
2021-02-02,Lavelle Road,Kamala Nagar,18,33,30,18
2022-05-16,Thirumalapura,Lakshmidevipura,15,30,25,12
2021-03-08,Neelasandra,Vabasandra,12,38,28,22
2022-02-04,Muddenahalli,Tippenahalli,12,27,27,23
2021-02-13,Kaggadasapura,Vinayaka Layout,14,32,25,14
2021-11-25,Tejaswini Nagar,Muthusandra,19,35,25,23
2021-07-03,Papareddipalya,Basapura,13,31,26,20
2022-02-15,Marathahalli,Manchenahalli,20,35,26,15
2021-01-08,Muddinapalya,Sadahalli,20,28,26,19
2021-08-30,Yerthiganahalli,Nagarabhavi,18,38,30,13
2021-12-22,Jalahalli East,Averahalli,18,40,27,29
2020-11-26,Sarjapur Road,Nelaguli,19,29,30,25
2021-05-25,Riches Garden Main Road,Domlur,18,39,27,28
2021-09-13,Adarsh Nagar-Nelamangala,Ramachandrapuram,13,26,30,16
2022-05-17,Neelasandra,Muddamma Garden Extension,13,31,25,21
2020-09-19,Nayanda Halli,Narayana Nagar 2nd Block,14,26,28,10
2022-03-16,Narayanaghatta,Malle Nalsandra,12,31,26,23
2020-02-06,Kodigehalli,Matadahalli,12,30,26,17
2021-11-22,Upkar Layout,St Thomas Town,20,33,27,18
2021-09-26,Raja Rajeshwari Nagar,Koramangala 4th Block,20,40,25,25
2022-03-17,Vabasandra,Malleshwaram,19,27,29,29
2020-05-29,Veersandra,Sadanandanagar,13,33,28,26
2022-01-23,Valepura,Nobo Nagar,16,38,25,17
2020-10-07,Ramamurthy Nagar,Naraganahalli,16,31,30,22
2021-06-06,Choodasandra,Manjunath Nagar,16,32,30,20
2021-08-15,Amarjyothi Layout-RMV Layout,New Gurappana Palya,20,33,25,12
2020-06-05,Sadguru Layout,Remco Layout,16,38,30,14
2022-05-22,New Timberyard Layout,Saptagiri Layout-RR Nagar,12,37,27,15
2021-04-06,Vijaya Nagar,Weavers Colony,16,25,26,22
2021-01-04,Whitefield Road,Thyagaraja Nagar 2nd Block,14,32,29,27
2020-02-01,Koramangala 4th Block,Koramangala 8th Block,15,33,25,20
2022-04-15,Muthanallur,Raghavendra Colony,16,36,29,21
2020-05-01,Amarjyothi Layout-RMV Layout,Kumbiganahalli,16,39,26,20
2020-05-26,Sai Colony,Peenya 2nd Stage,18,26,28,22
2022-05-15,Rahmath Nagar,Arekere,18,34,25,17
2020-07-16,Dasarahalli Hebbal,Mahadevapura,19,28,26,18
2020-02-15,Bellandur Outer Ring Road,Basavanagudi,19,35,29,22
2021-06-12,Kengeri,Tharabanahalli,13,38,27,20
2021-12-27,Begur,Nanda Kumar Layout,15,30,28,11
2021-06-25,Wind Tunnel Road,Vinayaka Nagar-Vimanapura,16,39,29,24
2022-03-18,Venkateshpuram,Thimappa Reddy Layout,17,27,28,12
2021-07-05,Udaya Nagar,Nagegowdanapalya,15,38,30,28
2020-07-13,Attukal Layout,Kumbena Agrahara,13,30,29,27
2022-05-05,Virgonagar,Yekadantha Layout,17,34,25,24
2022-03-22,Teacher’s Colony,Nanjamba Agrahara,17,27,28,12
2022-02-04,Medahalli,Whitefield,16,38,25,14
2020-05-22,St. Johns Road,Sarjapur,16,28,29,26
2021-04-23,St Marks Road,Ramanna Garden,19,37,29,11
2020-05-22,Meenakshi Layout,Mangammanapalya,17,25,27,30
2021-10-04,Atmananda Colony,R V Niketan,16,39,29,19
2022-04-22,Hennur,Nagareshwara-Nagenahalli,16,39,28,17
2021-05-18,Nagarathpete,Panathur,13,34,29,17
2021-03-18,ACL Layout,Maruthi Extension,19,39,28,11
2020-02-15,Mico Layout,Syndicate Bank Layout,14,29,28,14
2021-01-07,Addiganahalli,Tilak Nagar,16,29,27,27
2021-06-19,Vidyanagar,Pavamanapura,19,34,29,22
2020-12-05,Sampigehalli,Mylasandra,14,39,28,10
2021-12-03,Vajarahalli,Syndicate Bank Layout,17,33,30,16
2021-10-15,Mullur,Muddenahalli,12,31,27,23
2021-11-05,Ananth Nagar Phase 2,Ranka Colony,19,36,26,21
2021-12-21,Srinivasa Nagar,Suggatta,14,25,28,27
2020-06-28,New Gurappana Palya,Vidyanagar,13,29,29,24
2022-01-21,Srinivasnagar,Wheeler Road,18,28,30,17
2020-05-14,M Hosahalli,Rajiv Gandhi Nagar,13,31,29,26
2020-04-02,Laggere Road,Kempegowda Nagar,12,34,30,22
2022-02-16,Syndicate Bank Layout,Vanivilas Road,17,31,28,24
2022-04-11,Subramanyapura Main Road,Nagenahalli,12,26,26,19
2021-04-24,Kuduragere-Bettahalasur,Thammenahalli,13,31,28,28
2020-05-16,Panduranga Nagar,Koramangala 6th Block,14,29,27,23
2020-04-10,Thalaghattapura,Vijayapura,18,25,28,15
2021-02-09,Nelamangala,Nagenahalli,18,32,25,27
2022-04-20,Margondanahalli,Tumkur Road,17,38,29,13
2020-11-21,St Marks Road,Thotada Guddadhalli,17,29,27,19
2020-09-13,Maralakunte,A Dasarahalli,14,30,25,22
2021-04-12,Yarandahalli,kaikondrahalli,19,38,28,14
2020-10-19,Narasipalya,Attukal Layout,20,31,28,21
2021-06-20,Vignana Kendra,Kothanoor,12,37,28,29
2020-02-20,Kyalasanahalli,Hennur Road,16,30,28,18
2020-11-18,Koti Hosahalli,Belatur,18,27,25,23
2021-11-15,AMS Layout,Nanjappa Garden,15,30,27,21
2021-07-23,Sadenahalli,Koramangala 2nd Block,16,37,28,26
2022-05-18,Munireddy Layout,NGEF Layout,17,26,28,28
2020-06-28,Belathur Main Road,Maralakunte,13,36,30,19
2022-01-12,lal bagh,Minhaj Nagar,17,29,30,10
2020-11-03,Attibele – Anekal Road,Poornapragna Housing Society Layout,16,33,26,19
2020-06-27,NR Colony,Arekere,15,31,30,30
